stage,layer,n,mean_neg_score,mean_valence_score,mean_NEG,mean_NEU,mean_POS,pole_gap_NEG_minus_POS,persona_spread_within_NEG,persona_ratio_within_NEG,spearman_neg_score_vs_pole_num,spearman_valence_score_vs_pole_num,spearman_neg_score_vs_rating,spearman_valence_score_vs_rating,spearman_neg_score_vs_signed_intensity,spearman_valence_score_vs_signed_intensity
choice1,30,72,0.7513839817709393,-0.7513839817709393,8.271346718072891,-1.8835944930712383,-4.133600279688835,12.404946997761726,2.121280229560955,0.1710027644570917,-0.7832945223231963,0.7832945223231963,-0.7072727992070418,0.7072727992070418,-0.6700820525896938,0.6700820525896938
choice1,31,72,2.212197135306067,-2.212197135306067,10.131112287441889,-0.7252824182311693,-2.769238463292519,12.900350750734408,2.159787740735283,0.16742085408897334,-0.7251817625688107,0.7251817625688107,-0.7225484873193604,0.7225484873193604,-0.6745617831678877,0.6745617831678877
choice1,32,72,1.5042632354630365,-1.5042632354630365,9.082354287306467,-1.1566558356086414,-3.4129087453087172,12.495263032615185,1.826725350596867,0.14619342912820174,-0.7374591061788922,0.7374591061788922,-0.7165394873547356,0.7165394873547356,-0.6872269038099138,0.6872269038099138
choice1,33,72,3.2533756784266896,-3.2533756784266896,11.215652932723364,0.4305860449870427,-1.8861119424303372,13.101764875153702,1.504663882817438,0.11484436617168235,-0.7579213455290279,0.7579213455290279,-0.7121340126615697,0.7121340126615697,-0.6986732742211078,0.6986732742211078
choice1,34,72,3.8946410396860704,-3.8946410396860704,11.51715091864268,1.2526992602894704,-1.0859270598739386,12.603077978516618,1.4095162214052939,0.1118390462875795,-0.7554658768070116,0.7554658768070116,-0.7132311615315152,0.7132311615315152,-0.7134300337728053,0.7134300337728053
choice1,35,72,4.5449458617303105,-4.5449458617303105,13.26451830069224,1.799447697897752,-1.4291284133990605,14.693646714091301,1.2680141636294076,0.08629676405744627,-0.7611953038250496,0.7611953038250496,-0.6357555720999769,0.6357555720999769,-0.6628024904001287,0.6628024904001287
choice1,36,72,4.894327049867974,-4.894327049867974,13.174548427263895,2.320372946560383,-0.8119402242203554,13.986488651484251,1.1372879026521359,0.08131332538073782,-0.7440070227709357,0.7440070227709357,-0.6511494147059819,0.6511494147059819,-0.6491821330906936,0.6491821330906936
choice1,37,72,3.977228416543868,-3.977228416543868,13.284975508848825,1.1384427001078923,-2.4917329593251147,15.77670846817394,1.3559431904212995,0.08594588618764291,-0.7440070227709357,0.7440070227709357,-0.6415451422906125,0.6415451422906125,-0.657631036717949,0.657631036717949
choice1,38,72,3.3670940071137414,-3.3670940071137414,14.954731345487138,-0.17183109559118748,-4.681618228554726,19.636349574041866,2.27885203751534,0.11605273316827952,-0.6998085857746424,0.6998085857746424,-0.6271640524876342,0.6271640524876342,-0.6399756279685966,0.6399756279685966
choice1,39,72,2.131365911828147,-2.131365911828147,14.097185800472895,-1.4364535436034203,-6.266634521385034,20.36382032185793,2.125934106891516,0.10439760679923112,-0.6867127525905555,0.6867127525905555,-0.6005624121948009,0.6005624121948009,-0.6160782416856578,0.6160782416856578
